 acw_events.2.d: "[SCOPE.sCharacter('slaver_ig_leader').GetFullName]的一名奴隶从[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的庄园逃往了北方的自由州。[SCOPE.sCharacter('slaver_ig_leader').GetLastName]要求将那名奴隶遣返，而废奴主义者则呼吁对[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的要求不予理睬。"
 lobby_events.31.f: "[SCOPE.sCharacter('relevant_ig_leader').GetFullNameNoFormatting]在[SCOPE.sCharacter('relevant_ig_leader').GetHerHis]与[SCOPE.gsInterestGroup('relevant_lobby_member').GetNameNoFormatting]的谈话中非常坚定。\n\n“我们可以成为[SCOPE.sPoliticalLobby('relevant_lobby').GetNameNoFormatting]强大的朋友。我见过在[SCOPE.sCountry('relevant_lobby_country').GetNameNoFormatting]他们是如何利用电影来塑造公众的想象力的。我们也可以利用这项技术。”"
 lobby_events.36.f: "[SCOPE.sCharacter('relevant_ig_leader').GetFullNameNoFormatting]带着紧迫感的发言打动了许多与会者。“我们反对拟议的[SCOPE.sLaw('relevant_law_scope').GetNameNoFormatting]法律，并且应该同样地反对[SCOPE.sCountry('relevant_lobby_country').GetNameNoFormatting]的这一原则。”"
 lobby_events.39.a: "[SCOPE.sCharacter('relevant_ig_leader').GetFullNameNoFormatting]说得有道理。"
 lobby_events.54.d: "[SCOPE.sPoliticalLobby('relevant_lobby').GetName]频繁将[SCOPE.sCharacter('relevant_agitator').GetFullName]当作贵宾和演讲者招待。现在这吸引了[SCOPE.sCountry('agitator_home_country').GetAdjective]官员的注意。"
 lobby_events.54.f: "[SCOPE.sCharacter('relevant_agitator').GetFullNameNoFormatting]引起了所有与会者的注意。[SCOPE.sPoliticalLobby('relevant_lobby').GetNameNoFormatting]的领导层非常欣赏[SCOPE.sCharacter('relevant_agitator').GetLastNameNoFormatting]的政治才干。\n\n游说团成员对这种偶然的交往评论道：“有了[SCOPE.sCharacter('relevant_agitator').GetFullNameNoFormatting]加入，我们就可以揭露[SCOPE.sCountry('agitator_home_country').GetNameNoFormatting]的所有诡计。”"
 lobby_events.54.b: "[SCOPE.sCharacter('relevant_agitator').GetFullNameNoFormatting]知识很渊博。"
 lobby_events.58.d: "一项内部调查发现，一名政府官员收到了许多[SCOPE.sCharacter('relevant_lobby_leader').GetFullName]代表[SCOPE.sPoliticalLobby('relevant_lobby').GetName]赠送的礼物。"
 lobby_events.58.f: "主持调查的官员详细说明了他的调查结果：“[SCOPE.sCharacter('relevant_lobby_leader').GetFullNameNoFormatting]没有诚信吗？在送出了礼物中发现了以下物品——六包布、一把刻刀、一把折叠刀、五副手套、二十三桶盐和十几瓶[ROOT.GetCountry.GetAdjectiveNoFormatting]最好的古龙水。这不就是为了支持[SCOPE.sPoliticalLobby('relevant_lobby').GetNameNoFormatting]而送出的贿赂吗？”"
 lobby_member_resigns: "[SCOPE.sCharacter('relevant_lobby_leader').GetFullName]从[SCOPE.gsInterestGroup('relevant_lobby_member').GetName]辞职"
 POLITICAL_MOVEMENT_RADICALISM_AT_ZERO: "[PoliticalMovement.GetFullName]没有[Concept('concept_political_movement_radicalism', '$concept_political_movement_radicalism_short$')]，因为没有任何[Concept('concept_radical', '$concept_radicals$')]或$ig_approval_angry$[Concept('concept_interest_group', '$concept_interest_groups$')]支持它"
 POLITICAL_MOVEMENT_SUPPORT_FROM_CHARACTERS_ENTRY: "$VALUE|v=%0$来自[Character.GetFullNamePossessive]的#v #tooltippable #tooltip:[Character.GetTooltipTag],POPULARITY_BREAKDOWN [LabelingHelper.GetLabelForPopularityCFixedPoint(Character.GetPopularity)]#!#!#![concept_popularity]（#v #tooltippable #tooltip:[Character.GetTooltipTag],POPULARITY_BREAKDOWN [Character.GetPopularity|+0]#!#!#!）（x[GetDefine('NCharacters', 'AGITATOR_MOVEMENT_SUPPORT_WEIGHT')|v]）"
 POP_SUPPORT_FOR_POLITICAL_MOVEMENTS_ENTRY: "[Pop.GetPoliticalMovementSupporterCount(PoliticalMovement.Self)|Dv][Concept('concept_individual', '$concept_individuals$')]支持[PoliticalMovement.GetFullName]\n占他们#tooltippable #tooltip:[Pop.GetTooltipTag],POP_POPULATION [Pop.GetTotalSize|Dv]#!#!总[Concept('concept_pop', '$concept_population$')]的[Pop.GetPoliticalMovementSupportFraction(PoliticalMovement.Self)|%v]"
 INTEREST_GROUP_POLITICAL_MOVEMENT_DESC: "支持[PoliticalMovement.GetFullName]"
 LAW_POLITICAL_MOVEMENT_TO_PRESERVE: "[PoliticalMovement.GetFullName]要求我们中止替换该[concept_law]"
 LAW_POLITICAL_MOVEMENT_TO_ENACT: "[PoliticalMovement.GetFullName]要求制定该[concept_law]"
 law_imposition_events.2.f: "“[ROOT.GetCountry.GetNameNoFormatting]必须规划自己的路。”[ROOT.GetCountry.GetRuler.GetFullNameWithTitleNoFormatting]声明道，并推开了提议的法律。外国代表眯起了眼睛，这种违抗行为不会被忘记。"
 tibet_expedition_events.3.d: "在[SCOPE.sCharacter('expedition_leader').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader').GetFullName]的领导下，我们的西藏远征队出发了。\n\n#N 由于[SCOPE.sCharacter('expedition_leader').GetSheHe]全面负责，如果[SCOPE.sCharacter('expedition_leader').GetSheHe]死亡，远征将以失败告终。#!"
 tibet_expedition_events.9.d: "我们驻拉萨的使节已经转告，一支[SCOPE.sCountry('expedition_country').GetAdjective]部队，由[SCOPE.sCharacter('expedition_leader').GetFullName]率领，已经越过西藏边境，正朝首都前进。"
 tibet_expedition_events.12.f: "[SCOPE.sCharacter('expedition_leader').GetFullName]盯着[SCOPE.sCharacter('expedition_leader').GetHerHim]眼前的景象皱起了眉头。挡在[SCOPE.sCharacter('expedition_leader').GetHerHim]面前的大批藏族士兵看起来势不可挡，但[SCOPE.sCharacter('expedition_leader').GetSheHe]知道，[SCOPE.sCharacter('expedition_leader').GetSheHe]的远征队带来了什么样的武器。通过路障并不是问题——问题在于付出的代价。"
 tibet_expedition_events.27.d: "[SCOPE.sCharacter('expedition_leader').GetPrimaryRoleTitle][SCOPE.sCharacter('expedition_leader').GetFullName]对西藏的远征获得了巨大成功，这个战略区域现在掌握在我们手中。[SCOPE.sCharacter('expedition_leader').GetLastName]在[ROOT.GetCountry.GetCapital.GetCityHubName]受到了热烈欢迎，还有一个光明的未来在等着[SCOPE.sCharacter('expedition_leader').GetHerHim]。"
 tibet_expedition_events.27.a: "为[SCOPE.sCharacter('expedition_leader').GetFullName]欢呼！"
 je_tibet_expedition_success_tt: "[SCOPE.sCharacter('expedition_leader').GetFullName]抵达拉萨，并使[SCOPE.sCountry('tibet_scope').GetName]处于我们控制下。"
 je_tibet_expedition_failure_tt: "我们的远征会失败，如果：\n•[SCOPE.sCharacter('expedition_leader').GetFullName]死亡。\n•我们与[SCOPE.sCountry('tibet_scope').GetName]交战。\n•[SCOPE.sCountry('tibet_scope').GetName]不复存在。"
 tibet_expedition_surveying: "[SCOPE.sCharacter('expedition_leader').GetFullName]正在勘测通往拉萨的路线。"
 tibet_expedition_incursion: "[SCOPE.sCharacter('expedition_leader').GetFullName]正在进入青藏高原。"
 tibet_expedition_negotiation: "[SCOPE.sCharacter('expedition_leader').GetFullName]正在与西藏当局展开磋商。"
 lobby_events.23.d: "在[SCOPE.gsInterestGroup('relevant_ig_scope').GetName]内部，[SCOPE.sCountry('relevant_country_scope').GetName]越来越被赞誉为正确行使专制统治的典范，对其[SCOPE.sCountry('relevant_country_scope').GetRuler.GetCustom('ageist_adjective')][SCOPE.sCountry('relevant_country_scope').GetRuler.GetPrimaryRoleTitle][SCOPE.sCountry('relevant_country_scope').GetRuler.GetFullName]的尊崇几乎成为了崇拜。"
 lobby_events.30.f: "在[ROOT.GetCountry.GetAdjectiveNoFormatting]劳工运动的想象中，[SCOPE.sCountry('relevant_country_scope').GetNameNoFormatting]一直是反动势力的巨大堡垒，但这起特殊事件给人的感觉不同。也许是[SCOPE.sCountry('relevant_country_scope').GetCapital.GetCityHubName]警察这次表现得尤为暴力。也许这只是压垮骆驼的最后一根稻草。\n\n无论如何，[ROOT.GetCountry.GetAdjectiveNoFormatting]劳动者展开横幅，向使馆区进发，他们要求推翻[SCOPE.sCountry('relevant_country_scope').GetRuler.GetPrimaryRoleTitle][SCOPE.sCountry('relevant_country_scope').GetRuler.GetFullNameNoFormatting]的呐喊前所未有地响彻整座城市。"
 gg_afghanistan.4.d: "在最后一个叛乱省份被击败后，由杜兰尼帝国的崩溃引发的内战终于结束了。[ROOT.GetCountry.GetRuler.GetFullName]现在是[ROOT.GetCountry.GetName]唯一合法的[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]。"
 movement_events.1.d1: "代表[SCOPE.sPoliticalMovement('relevant_movement').GetName]运动的[SCOPE.sCharacter('relevant_agitator').GetFullName]发表了一份严厉批评政府当前立场的小册子。[SCOPE.sCharacter('relevant_agitator').GetHerHis|U]的小册子在改革派圈子里变得很受欢迎。"
 movement_events.2.d1: "[SCOPE.sCharacter('relevant_agitator').GetFullName]协助成立了一个全国性组织，致力于在全国领导下统一[SCOPE.sPoliticalMovement('relevant_movement').GetName]运动。"
 movement_events.2.c: "[SCOPE.sCharacter('relevant_agitator').GetFullName]是一个值得关注的[SCOPE.sCharacter('relevant_agitator').GetWomanMan]。"
 movement_events.7.d1: "[SCOPE.sCharacter('relevant_agitator').GetFullName]代表[SCOPE.sPoliticalMovement('relevant_movement').GetName]运动组织了一场全国性的张贴运动。在一些城市中，几乎每一面墙都被支持[SCOPE.sLawType('relevant_law').GetName]的印刷物所覆盖。"
 movement_events.7.d2: "[SCOPE.gsInterestGroup('relevant_ig').GetFullName]的支持者代表[SCOPE.sPoliticalMovement('relevant_movement').GetName]运动组织了一场全国性的张贴运动。在一些城市中，几乎每一面墙都被支持[SCOPE.sLawType('relevant_law').GetName]的印刷物所覆盖。"
 fund_lobbies_events.4.d: "[SCOPE.sPoliticalLobby('relevant_lobby').GetName]的重要盟友[SCOPE.sCharacter('relevant_character').GetFullName]最近被发现生活水平远超过[SCOPE.sCharacter('relevant_character').GetHerHis]的收入。[SCOPE.sCharacter('relevant_character').GetHerHis|U]的批评者宣称，[SCOPE.sCharacter('relevant_character').GetHerHis]这是因为收了[SCOPE.sCountry('relevant_country').GetAdjective]的“捐赠”。"
 fund_lobbies_events.4.f: "只需一眼就能认出[SCOPE.sCharacter('relevant_character').GetFullNameNoFormatting]的新住宅。新粉刷的灰泥与[SCOPE.sCharacter('relevant_character').GetHerHis]邻居风化的外墙截然不同，所有这些都传递了一种永恒、安静的高贵。而这种高贵[SCOPE.sCharacter('relevant_character').GetHerHis]外表上没有，内心里也没有。这里举办的奢华聚会，好像从未停止过一样。\n\n所有看到它的人都产生了一个疑问。这个疑问弥漫在空气中，仿佛可以触摸到。这是怎么回事？"
 character_sent_to_jail_tt: "[SCOPE.sCharacter('relevant_character').GetFullName]将被判受贿罪并关入监狱"
 character_exonerated_tt: "[SCOPE.sCharacter('relevant_character').GetFullName]会免除所有指控"
 je_korean_rebellion_reason: "[SCOPE.sCountry('korea_scope').GetName]全国爆发的叛乱威胁到了国家的权力平衡。推翻[SCOPE.sCharacter('korea_ruler_scope').GetFullName][SCOPE.sCharacter('korea_ruler_scope').GetPrimaryRoleTitle]肯定会导致[SCOPE.sCountry('korea_scope').GetNameNoFormatting]的独立，同时为欧洲列强在半岛获得影响力提供机会。"
 korean_ruler_retained_tt: "[SCOPE.sCharacter('korea_ruler_scope').GetFullName]仍是[SCOPE.sCountry('korea_scope').GetName]的[SCOPE.sCharacter('korea_ruler_scope').GetPrimaryRoleTitle]"
 gg_korea.3.d: "在[SCOPE.sState('choi_je_woo_state').GetName]出现了一种由[SCOPE.sCharacter('choi_je_woo_scope').GetFullName]提倡的新宗教，东学。它倡导所有人的平等并在地球上建立乐园。"
 gg_korea.7.d.japan: "一场叛乱在[SCOPE.sCountry('korea_scope').GetName]爆发，威胁到了[SCOPE.sCountry('korea_scope').GetRuler.GetFullName][SCOPE.sCountry('korea_scope').GetRuler.GetPrimaryRoleTitle]的统治。这场叛乱为我们在[SCOPE.sCountry('korea_scope').GetNameNoFormatting]进一步扩大影响提供了绝佳机会，但这是以牺牲[SCOPE.sCountry('china_scope').GetName]为代价的。"
 korea_monarchy.1.d: "尽管年纪轻轻，但[SCOPE.sCharacter('heonjong_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('heonjong_scope').GetFullName]患上了重病。[SCOPE.sCharacter('heonjong_scope').GetHerHis|U]健康的迅速恶化引发了人们对[SCOPE.sCharacter('heonjong_scope').GetSheHe]寿数不长的担忧。"
 korea_monarchy.2.d: "[SCOPE.sCharacter('cheoljong_scope').GetFullName]的所有男性子嗣死亡，且缺乏近亲继承王位，使得病弱的[SCOPE.sCharacter('cheoljong_scope').GetPrimaryRoleTitle]的继承问题变得不确定。安东金氏提名了[SCOPE.sCharacter('gojong_scope').GetFullName]作为[SCOPE.sCharacter('cheoljong_scope').GetHerHis]的继承人。"
 korea_monarchy.3.d: "[SCOPE.sCharacter('myeongseong_scope').GetFullName]，[SCOPE.sCharacter('gojong_scope').GetFullName][SCOPE.sCharacter('gojong_scope').GetPrimaryRoleTitle]在政治上直言不讳的正妻，在[ROOT.GetCountry.GetAdjective]宫廷中为自己创造了强大的地位。她的支持将极大地利于[SCOPE.sCharacter('myeongseong_scope').GetInterestGroup.GetName]。"
 heonjong_recovers_tt: "[SCOPE.sCharacter('heonjong_scope').GetFullName]从[SCOPE.sCharacter('heonjong_scope').GetHerHis]的疾病中恢复"
 godless_ig_leader: "[SCOPE.gsInterestGroup('godless_ig').GetName]的[SCOPE.sCharacter('godless_leader').GetFullName]被一位无神论领袖替代"
 TRIGGER_IS_IN_BATTLE_THIRD: "[CHARACTER.GetFullName]正在参与进行中的[concept_battle]"
 TRIGGER_IS_IN_BATTLE_THIRD_NOT: "[CHARACTER.GetFullName]#b 没有#!参与进行中的[concept_battle]"
 TRIGGER_IS_FEMALE_THIRD: "[CHARACTER.GetFullName]是女人"
 TRIGGER_IS_FEMALE_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不是#!女人"
 TRIGGER_IS_HISTORICAL_THIRD: "[CHARACTER.GetFullName]是历史人物"
 TRIGGER_IS_HISTORICAL_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不是#!历史人物"
 TRIGGER_IS_CHARACTER_ALIVE: "[CHARACTER.GetFullName]健在"
 TRIGGER_IS_CHARACTER_ALIVE_NOT: "[CHARACTER.GetFullName]已去世"
 TRIGGER_AGE_THIRD: "[CHARACTER.GetFullNamePossessive]的年龄$COMPARATOR$$NUM|v$"
 TRIGGER_AGE_THIRD_NOT: "[CHARACTER.GetFullNamePossessive]的年龄#bold 不#!$COMPARATOR$$NUM|v$"
 TRIGGER_CHARACTER_IS_DISCRIMINATED_FIRST: "[CHARACTER.GetFullName]在[CHARACTER.GetCountry.GetName]受歧视"
 TRIGGER_CHARACTER_IS_DISCRIMINATED_FIRST_NOT: "[CHARACTER.GetFullName]在[CHARACTER.GetCountry.GetName]#b 不#!受歧视"
 TRIGGER_CHARACTER_IS_DISCRIMINATED_THIRD: "[CHARACTER.GetFullNameNoFormatting]在[CHARACTER.GetCountry.GetName]受歧视"
 TRIGGER_CHARACTER_IS_DISCRIMINATED_THIRD_NOT: "[CHARACTER.GetFullNameNoFormatting]在[CHARACTER.GetCountry.GetName]#b 不#!受歧视"
 TRIGGER_HAS_IDEOLOGY_THIRD: "[CHARACTER.GetFullName]拥有[IDEOLOGY.GetName][concept_ideology]"
 TRIGGER_HAS_IDEOLOGY_THIRD_NOT: "[CHARACTER.GetFullName]#bold 未#!拥有[IDEOLOGY.GetName][concept_ideology]"
 TRIGGER_HAS_ROLE_THIRD: "[CHARACTER.GetFullName]有#variable $ROLE$#!职责"
 TRIGGER_HAS_ROLE_THIRD_NOT: "[CHARACTER.GetFullName]#bold 没有#!#variable $ROLE$#!职责"
 TRIGGER_IS_RULER_THIRD: "[CHARACTER.GetFullName]是统治者"
 TRIGGER_IS_RULER_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不是#!统治者"
 TRIGGER_MOBILIZATION_COST_THIRD: "[CHARACTER.GetFullName]的动员花费$COMPARATOR$#variable $NUM$#!"
 TRIGGER_MOBILIZATION_COST_THIRD_NOT: "[CHARACTER.GetFullName]的动员花费#bold 不#!$COMPARATOR$#variable $NUM$#!"
 TRIGGER_HAS_COMMANDER_ORDER_FIRST: "[Character.GetFullName]拥有$defend$指挥官命令"
 TRIGGER_HAS_COMMANDER_ORDER_FIRST_NOT: "[Character.GetFullName]#bold 没有#!$defend$指挥官命令"
 TRIGGER_HAS_COMMANDER_ORDER_THIRD: "[Character.GetFullName]拥有$defend$指挥官命令"
 TRIGGER_HAS_COMMANDER_ORDER_THIRD_NOT: "[Character.GetFullName]#bold 没有#!$defend$指挥官命令"
 TRIGGER_IS_ADVANCING_ON_FRONT: "[CHARACTER.GetFullName]正在[TARGET_FRONT.GetName]行进中"
 TRIGGER_IS_ADVANCING_ON_FRONT_NOT: "[CHARACTER.GetFullName]#bold 未#!在[TARGET_FRONT.GetName]行进中"
 TRIGGER_IS_HEIR_THIRD: "[CHARACTER.GetFullName]是[concept_heir]"
 TRIGGER_IS_HEIR_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不是#![concept_heir]"
 TRIGGER_IS_ON_FRONT_THIRD_NOT: "[CHARACTER.GetFullName]目前#bold 不#!在[concept_front]"
 TRIGGER_POPULARITY_GREATER_THAN: "[CHARACTER.GetFullName]的人气大于$TARGET_VALUE|0v$"
 TRIGGER_POPULARITY_GREATER_OR_EQUAL: "[CHARACTER.GetFullName]的人气大于或等于$TARGET_VALUE|0v$"
 TRIGGER_POPULARITY_LESS_THAN: "[CHARACTER.GetFullName]的人气小于$TARGET_VALUE|0v$"
 TRIGGER_POPULARITY_LESS_OR_EQUAL: "[CHARACTER.GetFullName]的人气小于或等于$TARGET_VALUE|0v$"
 TRIGGER_POPULARITY_EQUAL: "[CHARACTER.GetFullName]的人气为$TARGET_VALUE|0v$"
 TRIGGER_POPULARITY_NOT_EQUAL: "[CHARACTER.GetFullName]的人气#bold 不为#!$TARGET_VALUE|0v$"
 TRIGGER_NUM_MOBILIZED_BATTALIONS_GREATER_THAN: "[CHARACTER.GetFullName]的动员营队数量大于$TARGET_VALUE|0v$"
 TRIGGER_NUM_MOBILIZED_BATTALIONS_GREATER_OR_EQUAL: "[CHARACTER.GetFullName]的动员营队数量大于等于$TARGET_VALUE|0v$"
 TRIGGER_NUM_MOBILIZED_BATTALIONS_LESS_THAN: "[CHARACTER.GetFullName]的动员营队数量小于$TARGET_VALUE|0v$"
 TRIGGER_NUM_MOBILIZED_BATTALIONS_LESS_OR_EQUAL: "[CHARACTER.GetFullName]的动员营队数量小于等于$TARGET_VALUE|0v$"
 TRIGGER_NUM_MOBILIZED_BATTALIONS_EQUAL: "[CHARACTER.GetFullName]的动员营队数量是$TARGET_VALUE|0v$"
 TRIGGER_NUM_MOBILIZED_BATTALIONS_NOT_EQUAL: "[CHARACTER.GetFullName]的动员营队数量#bold 不是#!$TARGET_VALUE|0v$"
 TRIGGER_IS_IN_EXILE_POOL_THIRD: "[CHARACTER.GetFullName]在[Concept('concept_exile', '$concept_in_exile$')]"
 TRIGGER_IS_IN_EXILE_POOL_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不#!在[Concept('concept_exile', '$concept_in_exile$')]"
 TRIGGER_IS_EXILE_THIRD: "[CHARACTER.GetFullName]是被[concept_exile]者"
 TRIGGER_IS_EXILE_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不是#!被[concept_exile]者"
 TRIGGER_CHARACTER_SUPPORTS_POLITICAL_MOVEMENT_THIRD: "[CHARACTER.GetFullName]支持[concept_political_movement]"
 TRIGGER_CHARACTER_SUPPORTS_POLITICAL_MOVEMENT_THIRD_NOT: "[CHARACTER.GetFullName]#bold 不#!支持[concept_political_movement]"
 TRIGGER_IS_REVOLUTIONARY_MOVEMENT_THIRD: "[POLITICAL_MOVEMENT.GetFullName]在[POLITICAL_MOVEMENT.GetCountry.GetName]引起了酝酿中的革命"
 TRIGGER_IS_REVOLUTIONARY_MOVEMENT_THIRD_NOT: "[POLITICAL_MOVEMENT.GetFullName]在[POLITICAL_MOVEMENT.GetCountry.GetName]#bold 未#!引起酝酿中的革命"
 TRIGGER_CAN_AGITATE_THIRD: "[CHARACTER.GetFullName]可以在[TARGET_COUNTRY.GetName]进行[Concept('concept_agitator', '$concept_agitate$')]"
 TRIGGER_CAN_AGITATE_THIRD_NOT: "[CHARACTER.GetFullName]无法在[TARGET_COUNTRY.GetName][Concept('concept_agitator', '$concept_agitate$')]"
 lesson_basics_welcome_desc: "这一年是公元1836年，[GetPlayer.GetRuler.GetFullName]时任[GetPlayer.GetName][GetPlayer.GetRuler.GetPrimaryRoleTitle]。工业革命正在如火如荼地进行，而社会也在发生翻天覆地的变革。维也纳会议给欧洲强行施加的秩序伪象已苟延残喘逾二十年，现在，[Concept('concept_great_power', '$concept_great_powers$')]之间又再一次酝酿起动荡与冲突。你肩负重任，务必引领[GetPlayer.GetName]在接下来的百年之中走向辉煌。\n\n在维多利亚3中没有“获胜”的条件这一说。每一个目标都将由你自己决定，并在实现它们的过程中体验不一样的故事。"
 je_tutorial_convoy_raiding_reason: "我们的$concept_units$已准备好与敌人作战。我们的指挥官默认会执行进攻性命令。可以切换命令来应对其他情况。我们应该将[JournalEntry.GetTarget.GetCharacter.GetFullName]的命令更改为$defend$，以便为更多情况做好准备。"
